date,area,median_salary,life_satisfaction,population_size,number_of_jobs,area_size,no_of_houses
2015-12-31,england,27841.0,7.64,54786327.0,29219000.0,13303728.0,23542982.0
2016-01-31,england,27895.583333333332,7.643333333333333,54826472.0,29281750.0,13303728.0,23558785.75
2016-02-29,england,27950.166666666668,7.6466666666666665,54866617.0,29344500.0,13303728.0,23574589.5
2016-03-31,england,28004.75,7.6499999999999995,54906762.0,29407250.0,13303728.0,23590393.25
2016-04-30,england,28059.333333333332,7.653333333333333,54946907.0,29470000.0,13303728.0,23606197.0
2016-05-31,england,28113.916666666668,7.656666666666666,54987052.0,29532750.0,13303728.0,23622000.75
2016-06-30,england,28168.5,7.66,55027197.0,29595500.0,13303728.0,23637804.5
2016-07-31,england,28223.083333333332,7.663333333333333,55067342.0,29658250.0,13303728.0,23653608.25
2016-08-31,england,28277.666666666668,7.666666666666666,55107487.0,29721000.0,13303728.0,23669412.0
2016-09-30,england,28332.25,7.67,55147632.0,29783750.0,13303728.0,23685215.75
2016-10-31,england,28386.833333333332,7.673333333333333,55187777.0,29846500.0,13303728.0,23701019.5
2016-11-30,england,28441.416666666668,7.676666666666667,55227922.0,29909250.0,13303728.0,23716823.25
2016-12-31,england,28496.0,7.68,55268067.0,29972000.0,13303728.0,23732627.0
2017-01-31,england,28544.916666666668,7.68,55297347.25,30004250.0,13303728.0,23750739.083333332
2017-02-28,england,28593.833333333332,7.68,55326627.5,30036500.0,13303728.0,23768851.166666668
2017-03-31,england,28642.75,7.68,55355907.75,30068750.0,13303728.0,23786963.25
2017-04-30,england,28691.666666666668,7.68,55385188.0,30101000.0,13303728.0,23805075.333333332
2017-05-31,england,28740.583333333332,7.68,55414468.25,30133250.0,13303728.0,23823187.416666668
2017-06-30,england,28789.5,7.68,55443748.5,30165500.0,13303728.0,23841299.5
2017-07-31,england,28838.416666666668,7.68,55473028.75,30197750.0,13303728.0,23859411.583333332
2017-08-31,england,28887.333333333332,7.68,55502309.0,30230000.0,13303728.0,23877523.666666668
2017-09-30,england,28936.25,7.68,55531589.25,30262250.0,13303728.0,23895635.75
2017-10-31,england,28985.166666666668,7.68,55560869.5,30294500.0,13303728.0,23913747.833333332
2017-11-30,england,29034.083333333332,7.68,55590149.75,30326750.0,13303728.0,23931859.916666668
2017-12-31,england,29083.0,7.68,55619430.0,30359000.0,13303728.0,23949972.0
2018-01-31,england,29147.416666666668,7.6825,55649242.333333336,30370166.666666668,13303728.0,23968488.166666668
2018-02-28,england,29211.833333333332,7.685,55679054.666666664,30381333.333333332,13303728.0,23987004.333333332
2018-03-31,england,29276.25,7.6875,55708867.0,30392500.0,13303728.0,24005520.5
2018-04-30,england,29340.666666666668,7.6899999999999995,55738679.333333336,30403666.666666668,13303728.0,24024036.666666668
2018-05-31,england,29405.083333333332,7.6925,55768491.666666664,30414833.333333332,13303728.0,24042552.833333332
2018-06-30,england,29469.5,7.695,55798304.0,30426000.0,13303728.0,24061069.0
2018-07-31,england,29533.916666666668,7.6975,55828116.333333336,30437166.666666668,13303728.0,24079585.166666668
2018-08-31,england,29598.333333333332,7.7,55857928.666666664,30448333.333333332,13303728.0,24098101.333333332
2018-09-30,england,29662.75,7.7025,55887741.0,30459500.0,13303728.0,24116617.5
2018-10-31,england,29727.166666666668,7.705,55917553.333333336,30470666.666666668,13303728.0,24135133.666666668
2018-11-30,england,29791.583333333332,7.7075,55947365.666666664,30481833.333333332,13303728.0,24153649.833333332
2018-12-31,england,29856.0,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-01-31,england,29923.583333333332,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-02-28,england,29991.166666666668,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-03-31,england,30058.75,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-04-30,england,30126.333333333332,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-05-31,england,30193.916666666668,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-06-30,england,30261.5,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-07-31,england,30329.083333333332,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-08-31,england,30396.666666666668,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-09-30,england,30464.25,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-10-31,england,30531.833333333332,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-11-30,england,30599.416666666668,7.71,55977178.0,30493000.0,13303728.0,24172166.0
2019-12-31,england,30667.0,7.71,55977178.0,30493000.0,13303728.0,24172166.0
1999-12-31,greenwich,21236.0,,212168.0,,,
2000-01-31,greenwich,21309.75,,212357.16666666666,,,
2000-02-29,greenwich,21383.5,,212546.33333333334,,,
2000-03-31,greenwich,21457.25,,212735.5,,,
2000-04-30,greenwich,21531.0,,212924.66666666666,,,
2000-05-31,greenwich,21604.75,,213113.83333333334,,,
2000-06-30,greenwich,21678.5,,213303.0,,,
2000-07-31,greenwich,21752.25,,213492.16666666666,,,
2000-08-31,greenwich,21826.0,,213681.33333333334,,,
2000-09-30,greenwich,21899.75,,213870.5,,,
2000-10-31,greenwich,21973.5,,214059.66666666666,,,
2000-11-30,greenwich,22047.25,,214248.83333333334,,,
2000-12-31,greenwich,22121.0,,214438.0,84000.0,,
2001-01-31,greenwich,22007.666666666668,,214689.83333333334,82916.66666666667,,
2001-02-28,greenwich,21894.333333333332,,214941.66666666666,81833.33333333333,,
2001-03-31,greenwich,21781.0,,215193.5,80750.0,,
2001-04-30,greenwich,21667.666666666668,,215445.33333333334,79666.66666666667,,
2001-05-31,greenwich,21554.333333333332,,215697.16666666666,78583.33333333333,,
2001-06-30,greenwich,21441.0,,215949.0,77500.0,,
2001-07-31,greenwich,21327.666666666668,,216200.83333333334,76416.66666666667,,
2001-08-31,greenwich,21214.333333333332,,216452.66666666666,75333.33333333333,,
2001-09-30,greenwich,21101.0,,216704.5,74250.0,,
2001-10-31,greenwich,20987.666666666668,,216956.33333333334,73166.66666666667,,
2001-11-30,greenwich,20874.333333333332,,217208.16666666666,72083.33333333333,,
2001-12-31,greenwich,20761.0,,217460.0,71000.0,5044.0,95406.0
2002-01-31,greenwich,20851.416666666668,,217794.66666666666,71166.66666666667,5044.0,95453.16666666667
2002-02-28,greenwich,20941.833333333332,,218129.33333333334,71333.33333333333,5044.0,95500.33333333333
2002-03-31,greenwich,21032.25,,218464.0,71500.0,5044.0,95547.5
2002-04-30,greenwich,21122.666666666668,,218798.66666666666,71666.66666666667,5044.0,95594.66666666667
2002-05-31,greenwich,21213.083333333332,,219133.33333333334,71833.33333333333,5044.0,95641.83333333333
2002-06-30,greenwich,21303.5,,219468.0,72000.0,5044.0,95689.0
2002-07-31,greenwich,21393.916666666668,,219802.66666666666,72166.66666666667,5044.0,95736.16666666667
2002-08-31,greenwich,21484.333333333332,,220137.33333333334,72333.33333333333,5044.0,95783.33333333333
2002-09-30,greenwich,21574.75,,220472.0,72500.0,5044.0,95830.5
2002-10-31,greenwich,21665.166666666668,,220806.66666666666,72666.66666666667,5044.0,95877.66666666667
2002-11-30,greenwich,21755.583333333332,,221141.33333333334,72833.33333333333,5044.0,95924.83333333333
2002-12-31,greenwich,21846.0,,221476.0,73000.0,5044.0,95972.0
2003-01-31,greenwich,21992.166666666668,,221711.58333333334,73250.0,5044.0,96036.5
2003-02-28,greenwich,22138.333333333332,,221947.16666666666,73500.0,5044.0,96101.0
2003-03-31,greenwich,22284.5,,222182.75,73750.0,5044.0,96165.5
2003-04-30,greenwich,22430.666666666668,,222418.33333333334,74000.0,5044.0,96230.0
2003-05-31,greenwich,22576.833333333332,,222653.91666666666,74250.0,5044.0,96294.5
2003-06-30,greenwich,22723.0,,222889.5,74500.0,5044.0,96359.0
2003-07-31,greenwich,22869.166666666668,,223125.08333333334,74750.0,5044.0,96423.5
2003-08-31,greenwich,23015.333333333332,,223360.66666666666,75000.0,5044.0,96488.0
2003-09-30,greenwich,23161.5,,223596.25,75250.0,5044.0,96552.5
2003-10-31,greenwich,23307.666666666668,,223831.83333333334,75500.0,5044.0,96617.0
2003-11-30,greenwich,23453.833333333332,,224067.41666666666,75750.0,5044.0,96681.5
2003-12-31,greenwich,23600.0,,224303.0,76000.0,5044.0,96746.0
2004-01-31,greenwich,23748.916666666668,,224543.58333333334,76083.33333333333,5044.0,96865.66666666667
2004-02-29,greenwich,23897.833333333332,,224784.16666666666,76166.66666666667,5044.0,96985.33333333333
2004-03-31,greenwich,24046.75,,225024.75,76250.0,5044.0,97105.0
2004-04-30,greenwich,24195.666666666668,,225265.33333333334,76333.33333333333,5044.0,97224.66666666667
2004-05-31,greenwich,24344.583333333332,,225505.91666666666,76416.66666666667,5044.0,97344.33333333333
2004-06-30,greenwich,24493.5,,225746.5,76500.0,5044.0,97464.0
2004-07-31,greenwich,24642.416666666668,,225987.08333333334,76583.33333333333,5044.0,97583.66666666667
2004-08-31,greenwich,24791.333333333332,,226227.66666666666,76666.66666666667,5044.0,97703.33333333333
2004-09-30,greenwich,24940.25,,226468.25,76750.0,5044.0,97823.0
2004-10-31,greenwich,25089.166666666668,,226708.83333333334,76833.33333333333,5044.0,97942.66666666667
2004-11-30,greenwich,25238.083333333332,,226949.41666666666,76916.66666666667,5044.0,98062.33333333333
2004-12-31,greenwich,25387.0,,227190.0,77000.0,5044.0,98182.0
2005-01-31,greenwich,25465.583333333332,,227465.33333333334,77333.33333333333,5044.0,98317.41666666667
2005-02-28,greenwich,25544.166666666668,,227740.66666666666,77666.66666666667,5044.0,98452.83333333333
2005-03-31,greenwich,25622.75,,228016.0,78000.0,5044.0,98588.25
2005-04-30,greenwich,25701.333333333332,,228291.33333333334,78333.33333333333,5044.0,98723.66666666667
2005-05-31,greenwich,25779.916666666668,,228566.66666666666,78666.66666666667,5044.0,98859.08333333333
2005-06-30,greenwich,25858.5,,228842.0,79000.0,5044.0,98994.5
2005-07-31,greenwich,25937.083333333332,,229117.33333333334,79333.33333333333,5044.0,99129.91666666667
2005-08-31,greenwich,26015.666666666668,,229392.66666666666,79666.66666666667,5044.0,99265.33333333333
2005-09-30,greenwich,26094.25,,229668.0,80000.0,5044.0,99400.75
2005-10-31,greenwich,26172.833333333332,,229943.33333333334,80333.33333333333,5044.0,99536.16666666667
2005-11-30,greenwich,26251.416666666668,,230218.66666666666,80666.66666666667,5044.0,99671.58333333333
2005-12-31,greenwich,26330.0,,230494.0,81000.0,5044.0,99807.0
2006-01-31,greenwich,26416.083333333332,,230785.33333333334,81000.0,5044.0,99922.58333333333
2006-02-28,greenwich,26502.166666666668,,231076.66666666666,81000.0,5044.0,100038.16666666667
2006-03-31,greenwich,26588.25,,231368.0,81000.0,5044.0,100153.75
2006-04-30,greenwich,26674.333333333332,,231659.33333333334,81000.0,5044.0,100269.33333333333
2006-05-31,greenwich,26760.416666666668,,231950.66666666666,81000.0,5044.0,100384.91666666667
2006-06-30,greenwich,26846.5,,232242.0,81000.0,5044.0,100500.5
2006-07-31,greenwich,26932.583333333332,,232533.33333333334,81000.0,5044.0,100616.08333333333
2006-08-31,greenwich,27018.666666666668,,232824.66666666666,81000.0,5044.0,100731.66666666667
2006-09-30,greenwich,27104.75,,233116.0,81000.0,5044.0,100847.25
2006-10-31,greenwich,27190.833333333332,,233407.33333333334,81000.0,5044.0,100962.83333333333
2006-11-30,greenwich,27276.916666666668,,233698.66666666666,81000.0,5044.0,101078.41666666667
2006-12-31,greenwich,27363.0,,233990.0,81000.0,5044.0,101194.0
2007-01-31,greenwich,27526.0,,234202.08333333334,81083.33333333333,5044.0,101255.41666666667
2007-02-28,greenwich,27689.0,,234414.16666666666,81166.66666666667,5044.0,101316.83333333333
2007-03-31,greenwich,27852.0,,234626.25,81250.0,5044.0,101378.25
2007-04-30,greenwich,28015.0,,234838.33333333334,81333.33333333333,5044.0,101439.66666666667
2007-05-31,greenwich,28178.0,,235050.41666666666,81416.66666666667,5044.0,101501.08333333333
2007-06-30,greenwich,28341.0,,235262.5,81500.0,5044.0,101562.5
2007-07-31,greenwich,28504.0,,235474.58333333334,81583.33333333333,5044.0,101623.91666666667
2007-08-31,greenwich,28667.0,,235686.66666666666,81666.66666666667,5044.0,101685.33333333333
2007-09-30,greenwich,28830.0,,235898.75,81750.0,5044.0,101746.75
2007-10-31,greenwich,28993.0,,236110.83333333334,81833.33333333333,5044.0,101808.16666666667
2007-11-30,greenwich,29156.0,,236322.91666666666,81916.66666666667,5044.0,101869.58333333333
2007-12-31,greenwich,29319.0,,236535.0,82000.0,5044.0,101931.0
2008-01-31,greenwich,29439.583333333332,,236802.75,81916.66666666667,5044.0,101958.16666666667
2008-02-29,greenwich,29560.166666666668,,237070.5,81833.33333333333,5044.0,101985.33333333333
2008-03-31,greenwich,29680.75,,237338.25,81750.0,5044.0,102012.5
2008-04-30,greenwich,29801.333333333332,,237606.0,81666.66666666667,5044.0,102039.66666666667
2008-05-31,greenwich,29921.916666666668,,237873.75,81583.33333333333,5044.0,102066.83333333333
2008-06-30,greenwich,30042.5,,238141.5,81500.0,5044.0,102094.0
2008-07-31,greenwich,30163.083333333332,,238409.25,81416.66666666667,5044.0,102121.16666666667
2008-08-31,greenwich,30283.666666666668,,238677.0,81333.33333333333,5044.0,102148.33333333333
2008-09-30,greenwich,30404.25,,238944.75,81250.0,5044.0,102175.5
2008-10-31,greenwich,30524.833333333332,,239212.5,81166.66666666667,5044.0,102202.66666666667
2008-11-30,greenwich,30645.416666666668,,239480.25,81083.33333333333,5044.0,102229.83333333333
2008-12-31,greenwich,30766.0,,239748.0,81000.0,5044.0,102257.0
2009-01-31,greenwich,30691.416666666668,,240075.0,80916.66666666667,5044.0,102282.25
2009-02-28,greenwich,30616.833333333332,,240402.0,80833.33333333333,5044.0,102307.5
2009-03-31,greenwich,30542.25,,240729.0,80750.0,5044.0,102332.75
2009-04-30,greenwich,30467.666666666668,,241056.0,80666.66666666667,5044.0,102358.0
2009-05-31,greenwich,30393.083333333332,,241383.0,80583.33333333333,5044.0,102383.25
2009-06-30,greenwich,30318.5,,241710.0,80500.0,5044.0,102408.5
2009-07-31,greenwich,30243.916666666668,,242037.0,80416.66666666667,5044.0,102433.75
2009-08-31,greenwich,30169.333333333332,,242364.0,80333.33333333333,5044.0,102459.0
2009-09-30,greenwich,30094.75,,242691.0,80250.0,5044.0,102484.25
2009-10-31,greenwich,30020.166666666668,,243018.0,80166.66666666667,5044.0,102509.5
2009-11-30,greenwich,29945.583333333332,,243345.0,80083.33333333333,5044.0,102534.75
2009-12-31,greenwich,29871.0,,243672.0,80000.0,5044.0,102560.0
2010-01-31,greenwich,30033.5,,244130.25,80166.66666666667,5044.0,102567.58333333333
2010-02-28,greenwich,30196.0,,244588.5,80333.33333333333,5044.0,102575.16666666667
2010-03-31,greenwich,30358.5,,245046.75,80500.0,5044.0,102582.75
2010-04-30,greenwich,30521.0,,245505.0,80666.66666666667,5044.0,102590.33333333333
2010-05-31,greenwich,30683.5,,245963.25,80833.33333333333,5044.0,102597.91666666667
2010-06-30,greenwich,30846.0,,246421.5,81000.0,5044.0,102605.5
2010-07-31,greenwich,31008.5,,246879.75,81166.66666666667,5044.0,102613.08333333333
2010-08-31,greenwich,31171.0,,247338.0,81333.33333333333,5044.0,102620.66666666667
2010-09-30,greenwich,31333.5,,247796.25,81500.0,5044.0,102628.25
2010-10-31,greenwich,31496.0,,248254.5,81666.66666666667,5044.0,102635.83333333333
2010-11-30,greenwich,31658.5,,248712.75,81833.33333333333,5044.0,102643.41666666667
2010-12-31,greenwich,31821.0,,249171.0,82000.0,5044.0,102651.0
2011-01-31,greenwich,31663.583333333332,,249697.0,81916.66666666667,5044.0,102695.58333333333
2011-02-28,greenwich,31506.166666666668,,250223.0,81833.33333333333,5044.0,102740.16666666667
2011-03-31,greenwich,31348.75,,250749.0,81750.0,5044.0,102784.75
2011-04-30,greenwich,31191.333333333332,,251275.0,81666.66666666667,5044.0,102829.33333333333
2011-05-31,greenwich,31033.916666666668,,251801.0,81583.33333333333,5044.0,102873.91666666667
2011-06-30,greenwich,30876.5,,252327.0,81500.0,5044.0,102918.5
2011-07-31,greenwich,30719.083333333332,,252853.0,81416.66666666667,5044.0,102963.08333333333
2011-08-31,greenwich,30561.666666666668,,253379.0,81333.33333333333,5044.0,103007.66666666667
2011-09-30,greenwich,30404.25,,253905.0,81250.0,5044.0,103052.25
2011-10-31,greenwich,30246.833333333332,,254431.0,81166.66666666667,5044.0,103096.83333333333
2011-11-30,greenwich,30089.416666666668,,254957.0,81083.33333333333,5044.0,103141.41666666667
2011-12-31,greenwich,29932.0,7.18,255483.0,81000.0,5044.0,103186.0
2012-01-31,greenwich,29945.75,7.1775,255865.08333333334,81083.33333333333,5044.0,103296.25
2012-02-29,greenwich,29959.5,7.175,256247.16666666666,81166.66666666667,5044.0,103406.5
2012-03-31,greenwich,29973.25,7.172499999999999,256629.25,81250.0,5044.0,103516.75
2012-04-30,greenwich,29987.0,7.17,257011.33333333334,81333.33333333333,5044.0,103627.0
2012-05-31,greenwich,30000.75,7.1675,257393.41666666666,81416.66666666667,5044.0,103737.25
2012-06-30,greenwich,30014.5,7.165,257775.5,81500.0,5044.0,103847.5
2012-07-31,greenwich,30028.25,7.1625,258157.58333333334,81583.33333333333,5044.0,103957.75
2012-08-31,greenwich,30042.0,7.16,258539.66666666666,81666.66666666667,5044.0,104068.0
2012-09-30,greenwich,30055.75,7.157500000000001,258921.75,81750.0,5044.0,104178.25
2012-10-31,greenwich,30069.5,7.155,259303.83333333334,81833.33333333333,5044.0,104288.5
2012-11-30,greenwich,30083.25,7.1525,259685.91666666666,81916.66666666667,5044.0,104398.75
2012-12-31,greenwich,30097.0,7.15,260068.0,82000.0,5044.0,104509.0
2013-01-31,greenwich,30026.5,7.15,260396.33333333334,82333.33333333333,5044.0,104518.5
2013-02-28,greenwich,29956.0,7.15,260724.66666666666,82666.66666666667,5044.0,104528.0
2013-03-31,greenwich,29885.5,7.15,261053.0,83000.0,5044.0,104537.5
2013-04-30,greenwich,29815.0,7.15,261381.33333333334,83333.33333333333,5044.0,104547.0
2013-05-31,greenwich,29744.5,7.15,261709.66666666666,83666.66666666667,5044.0,104556.5
2013-06-30,greenwich,29674.0,7.15,262038.0,84000.0,5044.0,104566.0
2013-07-31,greenwich,29603.5,7.15,262366.3333333333,84333.33333333333,5044.0,104575.5
2013-08-31,greenwich,29533.0,7.15,262694.6666666667,84666.66666666667,5044.0,104585.0
2013-09-30,greenwich,29462.5,7.15,263023.0,85000.0,5044.0,104594.5
2013-10-31,greenwich,29392.0,7.15,263351.3333333333,85333.33333333333,5044.0,104604.0
2013-11-30,greenwich,29321.5,7.15,263679.6666666667,85666.66666666667,5044.0,104613.5
2013-12-31,greenwich,29251.0,7.15,264008.0,86000.0,5044.0,104623.0
2014-01-31,greenwich,29226.25,7.165,264397.1666666667,86750.0,5044.0,104715.66666666667
2014-02-28,greenwich,29201.5,7.180000000000001,264786.3333333333,87500.0,5044.0,104808.33333333333
2014-03-31,greenwich,29176.75,7.195,265175.5,88250.0,5044.0,104901.0
2014-04-30,greenwich,29152.0,7.21,265564.6666666667,89000.0,5044.0,104993.66666666667
2014-05-31,greenwich,29127.25,7.2250000000000005,265953.8333333333,89750.0,5044.0,105086.33333333333
2014-06-30,greenwich,29102.5,7.24,266343.0,90500.0,5044.0,105179.0
2014-07-31,greenwich,29077.75,7.255,266732.1666666667,91250.0,5044.0,105271.66666666667
2014-08-31,greenwich,29053.0,7.2700000000000005,267121.3333333333,92000.0,5044.0,105364.33333333333
2014-09-30,greenwich,29028.25,7.285,267510.5,92750.0,5044.0,105457.0
2014-10-31,greenwich,29003.5,7.3,267899.6666666667,93500.0,5044.0,105549.66666666667
2014-11-30,greenwich,28978.75,7.315,268288.8333333333,94250.0,5044.0,105642.33333333333
2014-12-31,greenwich,28954.0,7.33,268678.0,95000.0,5044.0,105735.0
2015-01-31,greenwich,29082.583333333332,7.321666666666667,269188.4166666667,95083.33333333333,5044.0,105830.66666666667
2015-02-28,greenwich,29211.166666666668,7.3133333333333335,269698.8333333333,95166.66666666667,5044.0,105926.33333333333
2015-03-31,greenwich,29339.75,7.305,270209.25,95250.0,5044.0,106022.0
2015-04-30,greenwich,29468.333333333332,7.296666666666667,270719.6666666667,95333.33333333333,5044.0,106117.66666666667
2015-05-31,greenwich,29596.916666666668,7.288333333333334,271230.0833333333,95416.66666666667,5044.0,106213.33333333333
2015-06-30,greenwich,29725.5,7.28,271740.5,95500.0,5044.0,106309.0
2015-07-31,greenwich,29854.083333333332,7.2716666666666665,272250.9166666667,95583.33333333333,5044.0,106404.66666666667
2015-08-31,greenwich,29982.666666666668,7.263333333333334,272761.3333333333,95666.66666666667,5044.0,106500.33333333333
2015-09-30,greenwich,30111.25,7.255000000000001,273271.75,95750.0,5044.0,106596.0
2015-10-31,greenwich,30239.833333333332,7.246666666666667,273782.1666666667,95833.33333333333,5044.0,106691.66666666667
2015-11-30,greenwich,30368.416666666668,7.238333333333333,274292.5833333333,95916.66666666667,5044.0,106787.33333333333
2015-12-31,greenwich,30497.0,7.23,274803.0,96000.0,5044.0,106883.0
2016-01-31,greenwich,30470.583333333332,7.234166666666667,275216.5833333333,96000.0,5044.0,107026.33333333333
2016-02-29,greenwich,30444.166666666668,7.238333333333333,275630.1666666667,96000.0,5044.0,107169.66666666667
2016-03-31,greenwich,30417.75,7.242500000000001,276043.75,96000.0,5044.0,107313.0
2016-04-30,greenwich,30391.333333333332,7.246666666666667,276457.3333333333,96000.0,5044.0,107456.33333333333
2016-05-31,greenwich,30364.916666666668,7.2508333333333335,276870.9166666667,96000.0,5044.0,107599.66666666667
2016-06-30,greenwich,30338.5,7.255000000000001,277284.5,96000.0,5044.0,107743.0
2016-07-31,greenwich,30312.083333333332,7.259166666666667,277698.0833333333,96000.0,5044.0,107886.33333333333
2016-08-31,greenwich,30285.666666666668,7.263333333333334,278111.6666666667,96000.0,5044.0,108029.66666666667
2016-09-30,greenwich,30259.25,7.2675,278525.25,96000.0,5044.0,108173.0
2016-10-31,greenwich,30232.833333333332,7.2716666666666665,278938.8333333333,96000.0,5044.0,108316.33333333333
2016-11-30,greenwich,30206.416666666668,7.275833333333334,279352.4166666667,96000.0,5044.0,108459.66666666667
2016-12-31,greenwich,30180.0,7.28,279766.0,96000.0,5044.0,108603.0
2017-01-31,greenwich,30384.583333333332,7.295833333333333,280022.9166666667,96500.0,5044.0,108801.33333333333
2017-02-28,greenwich,30589.166666666668,7.3116666666666665,280279.8333333333,97000.0,5044.0,108999.66666666667
2017-03-31,greenwich,30793.75,7.327500000000001,280536.75,97500.0,5044.0,109198.0
2017-04-30,greenwich,30998.333333333332,7.343333333333334,280793.6666666667,98000.0,5044.0,109396.33333333333
2017-05-31,greenwich,31202.916666666668,7.359166666666667,281050.5833333333,98500.0,5044.0,109594.66666666667
2017-06-30,greenwich,31407.5,7.375,281307.5,99000.0,5044.0,109793.0
2017-07-31,greenwich,31612.083333333332,7.390833333333333,281564.4166666667,99500.0,5044.0,109991.33333333333
2017-08-31,greenwich,31816.666666666668,7.406666666666666,281821.3333333333,100000.0,5044.0,110189.66666666667
2017-09-30,greenwich,32021.25,7.422499999999999,282078.25,100500.0,5044.0,110388.0
2017-10-31,greenwich,32225.833333333332,7.4383333333333335,282335.1666666667,101000.0,5044.0,110586.33333333333
2017-11-30,greenwich,32430.416666666668,7.454166666666667,282592.0833333333,101500.0,5044.0,110784.66666666667
2017-12-31,greenwich,32635.0,7.47,282849.0,102000.0,5044.0,110983.0
2018-01-31,greenwich,32679.0,7.475833333333333,283127.0833333333,102333.33333333333,5044.0,111141.41666666667
2018-02-28,greenwich,32723.0,7.4816666666666665,283405.1666666667,102666.66666666667,5044.0,111299.83333333333
2018-03-31,greenwich,32767.0,7.4875,283683.25,103000.0,5044.0,111458.25
2018-04-30,greenwich,32811.0,7.493333333333333,283961.3333333333,103333.33333333333,5044.0,111616.66666666667
2018-05-31,greenwich,32855.0,7.4991666666666665,284239.4166666667,103666.66666666667,5044.0,111775.08333333333
2018-06-30,greenwich,32899.0,7.505,284517.5,104000.0,5044.0,111933.5
2018-07-31,greenwich,32943.0,7.510833333333333,284795.5833333333,104333.33333333333,5044.0,112091.91666666667
2018-08-31,greenwich,32987.0,7.516666666666667,285073.6666666667,104666.66666666667,5044.0,112250.33333333333
2018-09-30,greenwich,33031.0,7.5225,285351.75,105000.0,5044.0,112408.75
2018-10-31,greenwich,33075.0,7.528333333333333,285629.8333333333,105333.33333333333,5044.0,112567.16666666667
2018-11-30,greenwich,33119.0,7.534166666666667,285907.9166666667,105666.66666666667,5044.0,112725.58333333333
2018-12-31,greenwich,33163.0,7.54,286186.0,106000.0,5044.0,112884.0
2019-01-31,greenwich,33156.166666666664,7.54,286186.0,106000.0,5044.0,112884.0
2019-02-28,greenwich,33149.333333333336,7.54,286186.0,106000.0,5044.0,112884.0
2019-03-31,greenwich,33142.5,7.54,286186.0,106000.0,5044.0,112884.0
2019-04-30,greenwich,33135.666666666664,7.54,286186.0,106000.0,5044.0,112884.0
2019-05-31,greenwich,33128.833333333336,7.54,286186.0,106000.0,5044.0,112884.0
2019-06-30,greenwich,33122.0,7.54,286186.0,106000.0,5044.0,112884.0
2019-07-31,greenwich,33115.166666666664,7.54,286186.0,106000.0,5044.0,112884.0
2019-08-31,greenwich,33108.333333333336,7.54,286186.0,106000.0,5044.0,112884.0
2019-09-30,greenwich,33101.5,7.54,286186.0,106000.0,5044.0,112884.0
2019-10-31,greenwich,33094.666666666664,7.54,286186.0,106000.0,5044.0,112884.0
2019-11-30,greenwich,33087.833333333336,7.54,286186.0,106000.0,5044.0,112884.0
2019-12-31,greenwich,33081.0,7.54,286186.0,106000.0,5044.0,112884.0
1999-12-31,hackney,23249.0,,199087.0,,,
2000-01-31,hackney,23318.5,,199444.83333333334,,,
2000-02-29,hackney,23388.0,,199802.66666666666,,,
2000-03-31,hackney,23457.5,,200160.5,,,
2000-04-30,hackney,23527.0,,200518.33333333334,,,
2000-05-31,hackney,23596.5,,200876.16666666666,,,
2000-06-30,hackney,23666.0,,201234.0,,,
2000-07-31,hackney,23735.5,,201591.83333333334,,,
2000-08-31,hackney,23805.0,,201949.66666666666,,,
2000-09-30,hackney,23874.5,,202307.5,,,
2000-10-31,hackney,23944.0,,202665.33333333334,,,
2000-11-30,hackney,24013.5,,203023.16666666666,,,
2000-12-31,hackney,24083.0,,203381.0,102000.0,,
2001-01-31,hackney,24084.0,,203703.08333333334,102500.0,,
2001-02-28,hackney,24085.0,,204025.16666666666,103000.0,,
2001-03-31,hackney,24086.0,,204347.25,103500.0,,
2001-04-30,hackney,24087.0,,204669.33333333334,104000.0,,
2001-05-31,hackney,24088.0,,204991.41666666666,104500.0,,
2001-06-30,hackney,24089.0,,205313.5,105000.0,,
2001-07-31,hackney,24090.0,,205635.58333333334,105500.0,,
2001-08-31,hackney,24091.0,,205957.66666666666,106000.0,,
2001-09-30,hackney,24092.0,,206279.75,106500.0,,
2001-10-31,hackney,24093.0,,206601.83333333334,107000.0,,
2001-11-30,hackney,24094.0,,206923.91666666666,107500.0,,
2001-12-31,hackney,24095.0,,207246.0,108000.0,1905.0,87208.0
2002-01-31,hackney,24135.583333333332,,207555.58333333334,108000.0,1905.0,87320.41666666667
2002-02-28,hackney,24176.166666666668,,207865.16666666666,108000.0,1905.0,87432.83333333333
2002-03-31,hackney,24216.75,,208174.75,108000.0,1905.0,87545.25
2002-04-30,hackney,24257.333333333332,,208484.33333333334,108000.0,1905.0,87657.66666666667
2002-05-31,hackney,24297.916666666668,,208793.91666666666,108000.0,1905.0,87770.08333333333
2002-06-30,hackney,24338.5,,209103.5,108000.0,1905.0,87882.5
